valid_from,valid_to,ally_name,min_requested_amount,max_requested_amount,origination_mdf,cancellation_mdf,fraud_mdf,last_config,Same for clients?,Check,,MDF change,New Origination MDF,New Cancellation MDF,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
,,avancleyendosas-online,$0,"$20,000,001.00",3.80%,1.90%,1.90%,2021-05-13 17:55:00,Yes,0,,No,3.80%,1.90%,,,,,,,,,,,,,,,
,,avantel,$0,"$20,000,001.00",2.50%,0.00%,0.00%,2021-05-14 08:03:32,Yes,0,,No,2.50%,0.00%,,,,,,,,,,,,,,,
,,aviop-ecommerce,$0,"$20,000,001.00",0.00%,1.95%,1.95%,02/14/2022,Yes,0,,No,0.00%,1.95%,,,,,,,,,,,,,,,
,,aviop-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,02/14/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,azucar,$0,"$20,000,001.00",3.00%,0.00%,0.00%,2021-05-14 08:03:32,Yes,0,,No,3.00%,0.00%,,,,,,,,,,,,,,,
,,babaye-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,08/06/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,babymoon-ecommerce,$0,"$20,000,001.00",0.00%,2.45%,2.45%,02/17/2022,Yes,0,,No,0.00%,2.45%,,,,,,,,,,,,,,,
,,babymoon-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,02/17/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bagybuy-ecommerce,$0,"$20,000,001.00",4.00%,2.00%,2.00%,11/05/2021,Yes,0,,No,4.00%,2.00%,,,,,,,,,,,,,,,
,,balnearios-ecommerce,$0,"$20,000,001.00",0.00%,2.45%,2.45%,02/02/2022,Yes,0,,No,0.00%,2.45%,,,,,,,,,,,,,,,
,,balukids-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,balukids-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,NA,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,balulubabystore-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/06/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,baluzza-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.00%,2021-05-13 18:11:48,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,baluzza-online,$0,"$20,000,001.00",5.00%,2.50%,2.00%,2021-05-13 18:11:48,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,baobamobiliario-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,baratodopaisa-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,28/06/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,barbaroja-ecommerce,$0,"$20,000,001.00",4.90%,2.45%,2.45%,02/02/2022,Yes,0,,No,4.90%,2.45%,,,,,,,,,,,,,,,
,,aquamanile-vs-online,$0,"$20,000,001.00",3.90%,1.80%,1.80%,12/09/2021,Yes,0,,No,3.90%,1.80%,,,,,,,,,,,,,,,
,,barcelonaboutique-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,21/06/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,baronabeauty-ecommerce,$0,"$20,000,001.00",0.00%,1.75%,1.75%,05/27/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,baronabeauty-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/27/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,barrileco-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,28/06/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,barrilessteakandbeer-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,04/16/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,barrocojeans-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/21/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,basis-online,$0,"$20,000,001.00",0.00%,0.00%,0.00%,2021-05-13 18:11:48,Yes,0,,No,0.00%,0.00%,,,,,,,,,,,,,,,
,,bata-ecommerce,$0,"$20,000,001.00",2.00%,1.00%,1.00%,2021-08-10 16:50:07,Yes,0,,No,2.00%,1.00%,,,,,,,,,,,,,,,
,,batista-ecommerce,$0,"$20,000,001.00",4.90%,2.45%,2.45%,02/10/2022,Yes,0,,No,4.90%,2.45%,,,,,,,,,,,,,,,
,,batista-online,$0,"$20,000,001.00",4.90%,2.45%,2.45%,02/10/2022,Yes,0,,No,4.90%,2.45%,,,,,,,,,,,,,,,
,,bbelanguages-online,$0,"$20,000,001.00",5.50%,2.75%,2.75%,,Yes,0,,No,5.50%,2.75%,,,,,,,,,,,,,,,
,,beautycalia-ecommerce,$0,"$20,000,001.00",3.00%,1.50%,1.50%,NA,Yes,0,,No,3.00%,1.50%,,,,,,,,,,,,,,,
,,beautyholicsprebel-ecommerce,$0,"$20,000,001.00",3.60%,1.80%,1.80%,2021-05-24 17:29:14,Yes,0,,No,3.60%,1.80%,,,,,,,,,,,,,,,
,,beautylabgroup-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/28/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,beautylabgroup-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,02/14/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,beautyrose-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,15/06/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,beclarosas,$0,"$20,000,001.00",4.00%,4.00%,4.00%,2021-05-14 08:03:32,Yes,0,,No,4.00%,4.00%,,,,,,,,,,,,,,,
,,befactory-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,04/06/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,befactory-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,04/06/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,begafas-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,05/18/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,behar-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,02/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,aranea-vs-online,$0,"$20,000,001.00",0.00%,1.80%,1.80%,12/09/2021,Yes,0,,No,0.00%,1.80%,,,,,,,,,,,,,,,
,,belife-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,15/06/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,belife-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,15/06/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bellapiel-ecommerce,$0,"$20,000,001.00",2.00%,1.00%,1.00%,2021-06-03 12:31:44,Yes,0,,No,2.00%,1.00%,,,,,,,,,,,,,,,
,,bellapielcontactcenter-online,$0,"$20,000,001.00",2.00%,1.00%,1.00%,,Yes,0,,No,2.00%,1.00%,,,,,,,,,,,,,,,
,,bellapieltiendasfisicas-online,$0,"$20,000,001.00",2.00%,1.00%,1.00%,11/05/2021,Yes,0,,No,2.00%,1.00%,,,,,,,,,,,,,,,
,,bellezaforyou-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,05/27/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,bellezaymodajss-ecommerce,$0,"$20,000,001.00",4.50%,2.25%,2.25%,01/25/2022,Yes,0,,No,4.50%,2.25%,,,,,,,,,,,,,,,
,,bellezaymodajss-online,$0,"$20,000,001.00",4.50%,2.25%,2.25%,01/10/2022,Yes,0,,No,4.50%,2.25%,,,,,,,,,,,,,,,
,,benellibike-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,2021-06-04 10:09:44,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bertolinicolombia-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,0.00%,06/28/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bestshopcolombia-ecommerce,$0,"$20,000,001.00",3.50%,1.75%,1.75%,04/18/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,bestshopcolombia-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,04/16/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,barbarojamancare-vs-online,$0,"$20,000,001.00",3.90%,1.80%,1.80%,12/09/2021,Yes,0,,No,3.90%,1.80%,,,,,,,,,,,,,,,
,,betigo-online,$0,"$20,000,001.00",5.50%,2.75%,2.75%,2021-05-28 15:51:22,Yes,0,,No,5.50%,2.75%,,,,,,,,,,,,,,,
,,beutybrands-ecommerce,$0,"$20,000,001.00",4.90%,2.45%,2.45%,02/02/2022,Yes,0,,No,4.90%,2.45%,,,,,,,,,,,,,,,
,,bhbrands-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bhbrands-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,2021-08-09 21:43:49,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bhkids-ecommerce,$0,"$20,000,001.00",3.50%,1.75%,1.75%,05/27/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,bhkids-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/16/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bicialfamed-ecommerce,$0,"$20,000,001.00",0.00%,1.75%,1.75%,04/27/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,bicialfamed-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bicicenter-ecommerce,$0,"$20,000,001.00",3.50%,1.75%,1.75%,03/16/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,bicicletasciclomocoa-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,NA,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bicicletasdelasabana-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,2021-05-13 17:55:00,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bicicletaseltigre-online,$0,"$20,000,001.00",5.00%,2.25%,2.25%,,Yes,0,,No,5.00%,2.25%,,,,,,,,,,,,,,,
,,bicicletasgetsemani-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,12/31/2021,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bicicletaslacero-online,$0,"$20,000,001.00",4.50%,2.25%,2.25%,NA,Yes,0,,No,4.50%,2.25%,,,,,,,,,,,,,,,
,,bicicletaslacerobucaramanga-online,$0,"$20,000,001.00",4.50%,2.25%,2.25%,12/09/2021,Yes,0,,No,4.50%,2.25%,,,,,,,,,,,,,,,
,,bicicletasmasabiker-online,$0,"$20,000,001.00",4.00%,2.00%,2.00%,2021-08-04 15:16:51,Yes,0,,No,4.00%,2.00%,,,,,,,,,,,,,,,
,,bicicletasonline-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,12/14/2021,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bicicletasshekina-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,0.00%,06/29/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bicicletasshekina-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,06/06/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bicicletassoneg-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,2021-06-30 14:28:31,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bicicleteriaguti-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bicifit-ecommerce,$0,"$20,000,001.00",0.00%,1.75%,1.75%,2021-05-24 17:29:14,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,bicifit-online,$0,"$20,000,001.00",0.00%,1.75%,1.75%,2021-05-24 17:29:14,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,bicimarket-online,$0,"$20,000,001.00",5.00%,2.50%,2.00%,2021-08-17 15:29:44,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bicisports-online,$0,"$20,000,001.00",2.20%,1.10%,1.10%,2021-05-13 17:55:00,Yes,0,,No,2.20%,1.10%,,,,,,,,,,,,,,,
,,bicycleparking-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bicyclestation-online,$0,"$20,000,001.00",4.90%,2.45%,2.45%,03/28/2022,Yes,0,,No,4.90%,2.45%,,,,,,,,,,,,,,,
,,bikeandoutdoors-online,$0,"$20,000,001.00",3.90%,1.95%,1.95%,01/25/2022,Yes,0,,No,3.90%,1.95%,,,,,,,,,,,,,,,
,,bikeexchangecolombia-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,NA,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bikeexchangecolombia-online,$0,"$20,000,001.00",5.00%,2.50%,2.00%,,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bikefactory-online,$0,"$20,000,001.00",6.50%,3.25%,0.00%,06/27/2023,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bikehouse,$0,"$20,000,001.00",2.00%,1.00%,1.00%,2021-05-14 08:03:32,Yes,0,,No,2.00%,1.00%,,,,,,,,,,,,,,,
,,bikehouse-ecommerce,$0,"$20,000,001.00",2.20%,1.10%,1.10%,2021-05-13 17:55:00,Yes,0,,No,2.20%,1.10%,,,,,,,,,,,,,,,
,,bikehousemanizales-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,2021-05-28 15:51:22,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,bikener-online,$0,"$20,000,001.00",0.00%,1.60%,1.60%,2021-05-31 12:47:26,Yes,0,,No,0.00%,1.60%,,,,,,,,,,,,,,,
,,bikerepaircenter-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,01/28/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,bikersparadise-online,$0,"$20,000,001.00",4.00%,2.00%,2.00%,2021-05-13 17:55:00,Yes,0,,No,4.00%,2.00%,,,,,,,,,,,,,,,
,,bikesfenix-online,$0,"$20,000,001.00",0.00%,2.25%,2.25%,,Yes,0,,No,0.00%,2.25%,,,,,,,,,,,,,,,
,,bikeshopmanizales-online,$0,"$20,000,001.00",2.20%,1.10%,1.10%,2021-05-13 18:11:48,Yes,0,,No,2.20%,1.10%,,,,,,,,,,,,,,,
,,bikesstoreaccesorios-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,02/02/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bikestore-armenia-online,$0,"$20,000,001.00",0.00%,1.75%,1.75%,05/27/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,bikewheels-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,02/07/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,bioinnovo-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,NA,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bioptic-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,02/10/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,biorganic-online,$0,"$20,000,001.00",0.00%,1.75%,1.75%,28/06/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,bipu-ecommerce,$0,"$20,000,001.00",0.00%,1.80%,1.80%,12/31/2021,Yes,0,,No,0.00%,1.80%,,,,,,,,,,,,,,,
,,behar-vs-online,$0,"$20,000,001.00",3.90%,1.80%,1.80%,12/09/2021,Yes,0,,No,3.90%,1.80%,,,,,,,,,,,,,,,
,,blackbison-ecommerce,$0,"$20,000,001.00",3.50%,1.75%,1.75%,04/18/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,blackbison-online,$0,"$20,000,001.00",3.56%,1.78%,1.78%,04/18/2022,Yes,0,,No,3.56%,1.78%,,,,,,,,,,,,,,,
,,blackcity-online,$0,"$20,000,001.00",0.00%,2.45%,2.45%,05/13/2022,Yes,0,,No,0.00%,2.45%,,,,,,,,,,,,,,,
,,blackmountain-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,12/09/2021,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,blackriders-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,05/09/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,blackshop-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,04/06/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,blind-ecommerce,$0,"$20,000,001.00",2.50%,1.25%,1.25%,2021-07-12 19:06:40,Yes,0,,No,2.50%,1.25%,,,,,,,,,,,,,,,
,,blind-online,$0,"$20,000,001.00",2.50%,1.25%,1.25%,2021-07-12 19:06:40,Yes,0,,No,2.50%,1.25%,,,,,,,,,,,,,,,
,,blissstyle-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,05/27/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,blisstechnology-ecommerce,$0,"$20,000,001.00",0.00%,1.75%,1.75%,05/02/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,blisstechnology-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bloomcolombia-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/25/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bloomcolombia-online,$0,"$20,000,001.00",0.00%,2.45%,2.45%,01/25/2022,Yes,0,,No,0.00%,2.45%,,,,,,,,,,,,,,,
,,blossomboutique-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,03/28/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,blossommakeup-ecommerce,$0,"$20,000,001.00",3.90%,3.25%,0.00%,06/15/2023,Yes,0,,No,3.90%,3.25%,,,,,,,,,,,,,,,
,,blossomperfumeria-ecommerce,$0,"$20,000,001.00",3.90%,3.25%,0.00%,06/15/2023,Yes,0,,No,3.90%,3.25%,,,,,,,,,,,,,,,
,,blossomperfumeria-online,$0,"$20,000,001.00",3.90%,1.95%,1.95%,02/10/2022,Yes,0,,No,3.90%,1.95%,,,,,,,,,,,,,,,
,,blossomunderwear-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/27/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,blossomunderwear-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/27/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,blueplanetelectronics,$0,"$20,000,001.00",5.00%,3.70%,3.70%,2021-05-14 08:03:32,Yes,0,,No,5.00%,3.70%,,,,,,,,,,,,,,,
,,blueplanetelectronics-ecommerce,$0,"$20,000,001.00",3.50%,1.75%,1.75%,2021-05-13 18:11:48,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,blueplanetelectronics-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,2021-05-28 15:51:22,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,blumadesignsas-ecommerce,$0,"$20,000,001.00",4.90%,2.45%,2.45%,12/31/2021,Yes,0,,No,4.90%,2.45%,,,,,,,,,,,,,,,
,,betheldiseñoindependiente-vs-online,$0,"$20,000,001.00",3.90%,1.80%,1.80%,12/09/2021,Yes,0,,No,3.90%,1.80%,,,,,,,,,,,,,,,
,,boamar-ecommerce,$0,"$20,000,001.00",3.50%,1.75%,1.75%,05/02/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,boamar-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bocared-ecommerce,$0,"$20,000,001.00",0.00%,1.75%,1.75%,29/06/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,bocared-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,28/06/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,boccaodontologiaintegralyespecializada-online,$0,"$20,000,001.00",3.50%,1.75%,1.75%,03/14/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,bodegadelmueble-ecommerce,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/13/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bodegadelmueble-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/13/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bodybrite,$0,"$20,000,001.00",2.75%,0.00%,0.00%,2021-05-14 08:03:32,Yes,0,,No,2.75%,0.00%,,,,,,,,,,,,,,,
,,bodytech,$0,"$20,000,001.00",1.50%,0.75%,0.75%,2021-05-14 08:03:32,Yes,0,,No,1.50%,0.75%,,,,,,,,,,,,,,,
,,bogo-online,$0,"$20,000,001.00",0.00%,1.75%,1.75%,05/11/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,bohor-ecommerce,$0,"$20,000,001.00",3.50%,1.75%,1.75%,05/27/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,bohor-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/27/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,bolivariano-ecommerce,$0,"$20,000,001.00",3.00%,1.50%,1.50%,02/21/2022,Yes,0,,No,3.00%,1.50%,,,,,,,,,,,,,,,
,,bolivarianopos-online,$0,"$20,000,001.00",3.00%,1.50%,1.50%,05/13/2022,Yes,0,,No,3.00%,1.50%,,,,,,,,,,,,,,,
,,bombox-online,$0,"$20,000,001.00",0.00%,1.75%,1.75%,05/11/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,boni-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,11/05/2021,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,boni-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,11/05/2021,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bonosydescuentos-ecommerce,$0,"$20,000,001.00",0.00%,1.75%,1.75%,02/24/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,bonosydescuentos-online,$0,"$20,000,001.00",0.00%,1.75%,1.75%,02/24/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,bosem-ecommerce,$0,"$20,000,001.00",3.90%,1.95%,1.95%,02/02/2022,Yes,0,,No,3.90%,1.95%,,,,,,,,,,,,,,,
,,bipu-vs-online,$0,"$20,000,001.00",3.90%,1.80%,1.80%,12/09/2021,Yes,0,,No,3.90%,1.80%,,,,,,,,,,,,,,,
,,bosemcosmetics-ecommerce,$0,"$20,000,001.00",0.00%,1.80%,1.80%,12/31/2021,Yes,0,,No,0.00%,1.80%,,,,,,,,,,,,,,,
,,botanique-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,02/03/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,botanique-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,botasmilitaresydepolicia-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,03/16/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,boticariocolombia-ecommerce,$0,"$20,000,001.00",3.20%,1.60%,1.60%,,Yes,0,,No,3.20%,1.60%,,,,,,,,,,,,,,,
,,boutiquezaara-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,05/02/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,boytoys-ecommerce,$0,"$20,000,001.00",4.00%,2.00%,2.00%,01/16/2023,Yes,0,,No,4.00%,2.00%,,,,,,,,,,,,,,,
,,boytoys-online,$0,"$20,000,001.00",4.00%,2.00%,2.00%,01/16/2023,Yes,0,,No,4.00%,2.00%,,,,,,,,,,,,,,,
,,bpubusinness-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,1.75%,2021-06-09 16:14:10,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bpuhome-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,1.75%,2021-06-10 13:08:46,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,brandingshoes-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,2021-07-08 17:37:03,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,breathe-ecommerce,$0,"$20,000,001.00",3.90%,1.95%,1.95%,03/09/2022,Yes,0,,No,3.90%,1.95%,,,,,,,,,,,,,,,
,,brenson-ecommerce,$0,"$20,000,001.00",0.00%,1.95%,1.95%,02/07/2022,Yes,0,,No,0.00%,1.95%,,,,,,,,,,,,,,,
,,brenson-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,02/07/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,briko,$0,"$20,000,001.00",1.00%,0.00%,0.00%,2021-05-14 08:03:32,Yes,0,,No,1.00%,0.00%,,,,,,,,,,,,,,,
,,broth3ers-ecommerce,$0,"$20,000,001.00",4.90%,2.45%,2.45%,01/21/2022,Yes,0,,No,4.90%,2.45%,,,,,,,,,,,,,,,
,,broth3ers-online,$0,"$20,000,001.00",6.50%,3.25%,3.25%,01/21/2022,Yes,0,,No,6.50%,3.25%,,,,,,,,,,,,,,,
,,brujuladigital-online,$0,"$20,000,001.00",4.00%,2.00%,2.00%,2021-05-13 17:55:00,Yes,0,,No,4.00%,2.00%,,,,,,,,,,,,,,,
,,brunettelingerie-ecommerce,$0,"$20,000,001.00",0.00%,1.75%,1.75%,05/09/2022,Yes,0,,No,0.00%,1.75%,,,,,,,,,,,,,,,
,,bsa-ecommerce,$0,"$20,000,001.00",5.00%,2.50%,2.50%,02/02/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,bsa-online,$0,"$20,000,001.00",5.00%,2.50%,2.50%,02/02/2022,Yes,0,,No,5.00%,2.50%,,,,,,,,,,,,,,,
,,btb-ecommerce,$0,"$20,000,001.00",3.50%,1.75%,1.75%,05/16/2022,Yes,0,,No,3.50%,1.75%,,,,,,,,,,,,,,,
,,btechnology-ecommerce,$0,"$20,000,001.00",4.00%,2.00%,2.00%,2021-07-26 15:15:45,Yes,0,,No,4.00%,2.00%,,,,,,,,,,,,,,,
